"source_merchant_id","source_business_id","merchant_name","mcc","declared_expected_volume_band","declared_expected_ticket_band","onboarded_date","status","settlement_source_account_id","operating_hours_declared","outlet_count"
"MER-00328","BUS-00170","Maju Utama - Second Hand Stores","5933","50M_250M","50K_250K","2023-06-24","ACTIVE","ACC-0012045","09:00-21:00","8"
"MER-00329","BUS-00653","Berkah Logistik - Utilities","4900","50M_250M","250K_1M","2023-06-24","ACTIVE","ACC-0012671","00:00-23:59","10"
"MER-00330","BUS-00166","Harapan Niaga - Colleges and Universities","8220","LT_50M","GT_1M","2023-02-20","ACTIVE","ACC-0012040","08:00-17:00","7"
"MER-00331","BUS-00751","Sentosa Niaga - Second Hand Stores","5933","250M_1B","50K_250K","2026-02-07","ACTIVE","ACC-0012799","00:00-23:59","10"
"MER-00332","BUS-01095","Maju Niaga - Lodging","7011","250M_1B","250K_1M","2025-03-22","ACTIVE","ACC-0013242","09:00-21:00","5"
"MER-00333","BUS-00096","Abadi Bersama - Cosmetic Stores","5977","50M_250M","50K_250K","2024-11-01","ACTIVE","ACC-0011951","08:00-17:00","5"
"MER-00334","BUS-00420","Abadi Niaga - Second Hand Stores","5933","GT_1B","50K_250K","2026-03-02","ACTIVE","ACC-0012361","09:00-21:00","2"
"MER-00335","BUS-00561","Harapan Perkasa - Grocery Stores","5411","50M_250M","50K_250K","2024-04-24","ACTIVE","ACC-0012550","00:00-23:59","6"
"MER-00336","BUS-00895","Cemerlang Digital - Beauty Shops","7230","250M_1B","50K_250K","2025-03-17","ACTIVE","ACC-0012989","08:00-17:00","7"
"MER-00337","BUS-00024","Jaya Logistik - Lodging","7011","250M_1B","250K_1M","2023-08-31","ACTIVE","ACC-0011859","00:00-23:59","10"
"MER-00338","BUS-00106","Maju Bersama - Computers and Peripherals","5045","LT_50M","GT_1M","2024-10-21","ACTIVE","ACC-0011964","10:00-22:00","10"
"MER-00339","BUS-00111","Maju Bersama - Precious Stones and Metals","5094","LT_50M","GT_1M","2023-06-21","ACTIVE","ACC-0011969","00:00-23:59","11"
"MER-00340","BUS-00367","Makmur Perkasa - Second Hand Stores","5933","GT_1B","50K_250K","2023-07-15","ACTIVE","ACC-0012293","09:00-21:00","8"
"MER-00341","BUS-01186","Sinar Niaga - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2024-01-01","ACTIVE","ACC-0013362","09:00-21:00","10"
"MER-00342","BUS-00982","Berkah Bersama - Beauty Shops","7230","50M_250M","50K_250K","2023-01-08","ACTIVE","ACC-0013099","09:00-21:00","10"
"MER-00343","BUS-00435","Lestari Logistik - Service Stations","5541","LT_50M","50K_250K","2025-08-12","CLOSED","ACC-0012380","08:00-17:00","6"
"MER-00344","BUS-01102","Jaya Perkasa - Colleges and Universities","8220","250M_1B","GT_1M","2023-11-28","ACTIVE","ACC-0013253","00:00-23:59","5"
"MER-00345","BUS-00325","Lestari Bersama - Hospitals","8062","LT_50M","250K_1M","2024-02-07","ACTIVE","ACC-0012240","09:00-21:00","3"
"MER-00346","BUS-01103","Abadi Logistik - Eating Places","5812","GT_1B","50K_250K","2023-12-19","ACTIVE","ACC-0013254","08:00-17:00","7"
"MER-00347","BUS-00879","Harapan Logistik - Beauty Shops","7230","LT_50M","50K_250K","2025-07-19","ACTIVE","ACC-0012966","09:00-21:00","3"
"MER-00348","BUS-00105","Sejahtera Nusantara - Computers and Peripherals","5045","50M_250M","GT_1M","2023-04-12","ACTIVE","ACC-0011962","10:00-22:00","8"
"MER-00349","BUS-00464","Lestari Digital - Travel Agencies","4722","LT_50M","GT_1M","2023-11-17","ACTIVE","ACC-0012419","00:00-23:59","6"
"MER-00350","BUS-00175","Mandiri Niaga - Taxicabs and Limousines","4121","50M_250M","LT_50K","2023-11-08","ACTIVE","ACC-0012051","09:00-21:00","9"
"MER-00351","BUS-00103","Sentosa Nusantara - Family Clothing","5651","LT_50M","50K_250K","2025-09-17","ACTIVE","ACC-0011960","00:00-23:59","2"
"MER-00352","BUS-00642","Abadi Utama - Lodging","7011","LT_50M","250K_1M","2023-06-23","ACTIVE","ACC-0012657","00:00-23:59","5"
"MER-00353","BUS-00186","Lestari Niaga - Misc Retail","5999","250M_1B","50K_250K","2024-11-26","ACTIVE","ACC-0012065","08:00-17:00","9"
"MER-00354","BUS-00565","Lestari Nusantara - Electronics Stores","5732","50M_250M","GT_1M","2024-02-12","ACTIVE","ACC-0012557","10:00-22:00","10"
"MER-00355","BUS-00332","Sentosa Utama - Book Stores","5942","LT_50M","50K_250K","2024-09-30","ACTIVE","ACC-0012248","09:00-21:00","3"
"MER-00356","BUS-01176","Makmur Bersama - Motion Picture Theatres","7832","250M_1B","50K_250K","2024-10-17","ACTIVE","ACC-0013351","10:00-22:00","4"
"MER-00357","BUS-01198","Maju Bersama - Lodging","7011","LT_50M","250K_1M","2023-05-04","ACTIVE","ACC-0013380","09:00-21:00","9"
"MER-00358","BUS-00444","Sentosa Digital - Fast Food","5814","250M_1B","LT_50K","2023-10-27","ACTIVE","ACC-0012392","09:00-21:00","4"
"MER-00359","BUS-00203","Makmur Utama - Cosmetic Stores","5977","250M_1B","50K_250K","2023-11-24","ACTIVE","ACC-0012086","08:00-17:00","3"
"MER-00360","BUS-00438","Lestari Nusantara - Eating Places","5812","LT_50M","50K_250K","2026-02-13","ACTIVE","ACC-0012383","09:00-21:00","1"
"MER-00361","BUS-00003","Berkah Digital - Book Stores","5942","LT_50M","50K_250K","2024-01-03","ACTIVE","ACC-0011832","09:00-21:00","9"
"MER-00362","BUS-01089","Cemerlang Perkasa - Quasi Cash","6051","GT_1B","GT_1M","2025-08-19","ACTIVE","ACC-0013236","10:00-22:00","11"
"MER-00363","BUS-00179","Harapan Nusantara - Book Stores","5942","250M_1B","50K_250K","2023-09-28","ACTIVE","ACC-0012058","09:00-21:00","2"
"MER-00364","BUS-00407","Sinar Bersama - Precious Stones and Metals","5094","LT_50M","GT_1M","2023-12-25","ACTIVE","ACC-0012343","08:00-17:00","10"
"MER-00365","BUS-00315","Jaya Logistik - Service Stations","5541","LT_50M","50K_250K","2024-05-09","ACTIVE","ACC-0012227","00:00-23:59","7"
"MER-00366","BUS-00954","Jaya Utama - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2025-06-21","ACTIVE","ACC-0013062","08:00-17:00","4"
"MER-00367","BUS-00599","Makmur Utama - Second Hand Stores","5933","50M_250M","50K_250K","2023-09-28","CLOSED","ACC-0012603","08:00-17:00","1"
"MER-00368","BUS-00436","Makmur Utama - Service Stations","5541","250M_1B","50K_250K","2024-02-09","ACTIVE","ACC-0012381","10:00-22:00","10"
"MER-00369","BUS-00044","Abadi Utama - Beauty Shops","7230","50M_250M","50K_250K","2024-08-16","ACTIVE","ACC-0011886","10:00-22:00","10"
"MER-00370","BUS-00783","Cemerlang Bersama - Betting-adjacent (restricted)","7995","250M_1B","GT_1M","2025-12-16","ACTIVE","ACC-0012842","09:00-21:00","8"
"MER-00371","BUS-00398","Sentosa Digital - Computers and Peripherals","5045","LT_50M","GT_1M","2026-02-09","ACTIVE","ACC-0012330","00:00-23:59","4"
"MER-00372","BUS-01173","Jaya Utama - Service Stations","5541","250M_1B","50K_250K","2024-06-20","ACTIVE","ACC-0013347","00:00-23:59","6"
"MER-00373","BUS-01053","Harapan Perkasa - Drug Stores","5912","50M_250M","50K_250K","2024-10-19","ACTIVE","ACC-0013187","08:00-17:00","10"
"MER-00374","BUS-00526","Sejahtera Utama - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2024-01-03","ACTIVE","ACC-0012502","09:00-21:00","4"
"MER-00375","BUS-00716","Mandiri Utama - Drug Stores","5912","50M_250M","50K_250K","2025-01-06","SUSPENDED","ACC-0012758","00:00-23:59","9"
"MER-00376","BUS-00699","Jaya Utama - Fast Food","5814","LT_50M","LT_50K","2023-11-19","ACTIVE","ACC-0012736","09:00-21:00","10"
"MER-00377","BUS-00851","Jaya Logistik - Quasi Cash","6051","LT_50M","GT_1M","2025-02-02","ACTIVE","ACC-0012930","10:00-22:00","11"
"MER-00378","BUS-00219","Harapan Digital - Taxicabs and Limousines","4121","250M_1B","LT_50K","2023-04-05","ACTIVE","ACC-0012106","09:00-21:00","6"
"MER-00379","BUS-00841","Sentosa Logistik - Grocery Stores","5411","250M_1B","50K_250K","2025-02-22","ACTIVE","ACC-0012917","10:00-22:00","9"
"MER-00380","BUS-00105","Sejahtera Nusantara - Second Hand Stores","5933","GT_1B","50K_250K","2023-08-30","ACTIVE","ACC-0011962","09:00-21:00","4"
"MER-00381","BUS-00497","Jaya Bersama - Quasi Cash","6051","LT_50M","GT_1M","2026-02-20","ACTIVE","ACC-0012465","00:00-23:59","3"
"MER-00382","BUS-00076","Sinar Logistik - Drug Stores","5912","GT_1B","50K_250K","2026-02-27","ACTIVE","ACC-0011923","10:00-22:00","9"
"MER-00383","BUS-01193","Berkah Nusantara - Colleges and Universities","8220","250M_1B","GT_1M","2023-04-25","ACTIVE","ACC-0013372","10:00-22:00","7"
"MER-00384","BUS-00975","Berkah Perkasa - Eating Places","5812","50M_250M","50K_250K","2024-04-30","ACTIVE","ACC-0013087","08:00-17:00","1"
"MER-00385","BUS-00667","Berkah Perkasa - Hospitals","8062","50M_250M","250K_1M","2024-12-04","ACTIVE","ACC-0012689","09:00-21:00","4"
"MER-00386","BUS-00218","Cemerlang Utama - Travel Agencies","4722","GT_1B","GT_1M","2024-03-03","ACTIVE","ACC-0012105","10:00-22:00","11"
"MER-00387","BUS-01063","Harapan Niaga - Motion Picture Theatres","7832","LT_50M","50K_250K","2023-04-24","ACTIVE","ACC-0013201","10:00-22:00","3"
"MER-00388","BUS-00108","Makmur Nusantara - Quasi Cash","6051","250M_1B","GT_1M","2023-01-15","ACTIVE","ACC-0011966","10:00-22:00","4"
"MER-00389","BUS-00431","Mandiri Nusantara - Grocery Stores","5411","250M_1B","50K_250K","2023-12-23","ACTIVE","ACC-0012376","09:00-21:00","5"
"MER-00390","BUS-00101","Maju Logistik - Lodging","7011","GT_1B","250K_1M","2025-12-09","ACTIVE","ACC-0011958","09:00-21:00","1"
"MER-00391","BUS-00650","Sejahtera Nusantara - Family Clothing","5651","GT_1B","50K_250K","2024-06-12","ACTIVE","ACC-0012668","08:00-17:00","6"
"MER-00392","BUS-00480","Maju Logistik - Hospitals","8062","LT_50M","250K_1M","2023-11-07","ACTIVE","ACC-0012443","00:00-23:59","11"
"MER-00393","BUS-00444","Sentosa Digital - Electronics Stores","5732","50M_250M","GT_1M","2025-09-22","ACTIVE","ACC-0012392","00:00-23:59","10"
"MER-00394","BUS-00642","Abadi Utama - Electronics Stores","5732","50M_250M","GT_1M","2026-02-27","SUSPENDED","ACC-0012657","09:00-21:00","9"
"MER-00395","BUS-00736","Harapan Logistik - Computer Network Services","4816","50M_250M","50K_250K","2025-02-20","ACTIVE","ACC-0012780","10:00-22:00","8"
"MER-00396","BUS-00226","Makmur Nusantara - Family Clothing","5651","250M_1B","50K_250K","2025-07-26","ACTIVE","ACC-0012115","00:00-23:59","2"
"MER-00397","BUS-00187","Mandiri Logistik - Second Hand Stores","5933","50M_250M","50K_250K","2024-04-15","ACTIVE","ACC-0012066","08:00-17:00","2"
"MER-00398","BUS-00613","Maju Niaga - Precious Stones and Metals","5094","250M_1B","GT_1M","2023-10-12","ACTIVE","ACC-0012620","08:00-17:00","1"
"MER-00399","BUS-00499","Makmur Logistik - Lodging","7011","250M_1B","250K_1M","2023-12-22","ACTIVE","ACC-0012467","10:00-22:00","5"
"MER-00400","BUS-01144","Abadi Digital - Book Stores","5942","GT_1B","50K_250K","2023-05-02","ACTIVE","ACC-0013305","00:00-23:59","8"
"MER-00401","BUS-01096","Berkah Digital - Book Stores","5942","50M_250M","50K_250K","2025-10-05","ACTIVE","ACC-0013244","08:00-17:00","5"
"MER-00402","BUS-00965","Maju Utama - Service Stations","5541","250M_1B","50K_250K","2024-06-28","ACTIVE","ACC-0013076","09:00-21:00","7"
"MER-00403","BUS-01070","Harapan Nusantara - Colleges and Universities","8220","GT_1B","GT_1M","2024-07-05","ACTIVE","ACC-0013212","10:00-22:00","9"
"MER-00404","BUS-00360","Harapan Utama - Colleges and Universities","8220","GT_1B","GT_1M","2023-12-01","ACTIVE","ACC-0012283","10:00-22:00","1"
"MER-00405","BUS-00493","Abadi Nusantara - Precious Stones and Metals","5094","250M_1B","GT_1M","2024-09-25","ACTIVE","ACC-0012460","08:00-17:00","2"
"MER-00406","BUS-00585","Lestari Bersama - Drug Stores","5912","50M_250M","50K_250K","2024-07-26","ACTIVE","ACC-0012582","10:00-22:00","2"
"MER-00407","BUS-00946","Sejahtera Digital - Lodging","7011","50M_250M","250K_1M","2023-10-03","ACTIVE","ACC-0013051","09:00-21:00","1"
"MER-00408","BUS-00741","Harapan Digital - Computer Network Services","4816","GT_1B","50K_250K","2024-01-21","ACTIVE","ACC-0012786","00:00-23:59","8"
"MER-00409","BUS-00979","Sejahtera Nusantara - Misc Retail","5999","250M_1B","50K_250K","2023-01-09","ACTIVE","ACC-0013093","09:00-21:00","3"
"MER-00410","BUS-00286","Lestari Nusantara - Drug Stores","5912","50M_250M","50K_250K","2023-07-03","ACTIVE","ACC-0012193","10:00-22:00","10"
"MER-00411","BUS-00302","Berkah Logistik - Lodging","7011","GT_1B","250K_1M","2025-08-19","ACTIVE","ACC-0012210","09:00-21:00","9"
"MER-00412","BUS-00261","Mandiri Digital - Fast Food","5814","50M_250M","LT_50K","2025-12-14","ACTIVE","ACC-0012158","10:00-22:00","4"
"MER-00413","BUS-01092","Sejahtera Logistik - Book Stores","5942","50M_250M","50K_250K","2023-07-16","ACTIVE","ACC-0013239","09:00-21:00","11"
"MER-00414","BUS-00605","Abadi Digital - Drug Stores","5912","LT_50M","50K_250K","2023-09-23","ACTIVE","ACC-0012612","08:00-17:00","3"
"MER-00415","BUS-00708","Mandiri Niaga - Cosmetic Stores","5977","50M_250M","50K_250K","2024-08-25","ACTIVE","ACC-0012749","08:00-17:00","4"
"MER-00416","BUS-00470","Jaya Bersama - Lodging","7011","LT_50M","250K_1M","2026-01-30","ACTIVE","ACC-0012429","08:00-17:00","3"
"MER-00417","BUS-00559","Cemerlang Bersama - Family Clothing","5651","LT_50M","50K_250K","2024-08-15","ACTIVE","ACC-0012547","00:00-23:59","6"
"MER-00418","BUS-01092","Sejahtera Logistik - Utilities","4900","50M_250M","250K_1M","2024-06-19","ACTIVE","ACC-0013239","10:00-22:00","11"
"MER-00419","BUS-00926","Mandiri Nusantara - Second Hand Stores","5933","GT_1B","50K_250K","2026-02-12","ACTIVE","ACC-0013026","10:00-22:00","6"
"MER-00420","BUS-00664","Jaya Bersama - Colleges and Universities","8220","LT_50M","GT_1M","2025-08-22","ACTIVE","ACC-0012685","10:00-22:00","6"
"MER-00421","BUS-00026","Sinar Perkasa - Grocery Stores","5411","LT_50M","50K_250K","2024-05-21","ACTIVE","ACC-0011862","08:00-17:00","7"
"MER-00422","BUS-00164","Jaya Niaga - Misc Retail","5999","250M_1B","50K_250K","2025-09-23","ACTIVE","ACC-0012038","08:00-17:00","2"
"MER-00423","BUS-00336","Abadi Logistik - Second Hand Stores","5933","LT_50M","50K_250K","2023-12-19","ACTIVE","ACC-0012252","00:00-23:59","2"
"MER-00424","BUS-01051","Lestari Logistik - Computer Network Services","4816","GT_1B","50K_250K","2023-11-27","SUSPENDED","ACC-0013184","08:00-17:00","11"
"MER-00425","BUS-00159","Sentosa Perkasa - Book Stores","5942","50M_250M","50K_250K","2024-01-31","ACTIVE","ACC-0012033","00:00-23:59","3"
"MER-00426","BUS-01005","Makmur Perkasa - Travel Agencies","4722","250M_1B","GT_1M","2025-11-15","ACTIVE","ACC-0013127","08:00-17:00","10"
"MER-00427","BUS-00507","Sentosa Digital - Precious Stones and Metals","5094","GT_1B","GT_1M","2025-03-17","ACTIVE","ACC-0012478","10:00-22:00","3"
"MER-00428","BUS-00277","Sentosa Niaga - Electronics Stores","5732","50M_250M","GT_1M","2025-05-14","ACTIVE","ACC-0012180","10:00-22:00","8"
"MER-00429","BUS-01045","Sinar Perkasa - Beauty Shops","7230","250M_1B","50K_250K","2024-08-08","ACTIVE","ACC-0013176","09:00-21:00","11"
"MER-00430","BUS-00373","Harapan Logistik - Hospitals","8062","GT_1B","250K_1M","2024-04-30","ACTIVE","ACC-0012301","10:00-22:00","7"
"MER-00431","BUS-00122","Sejahtera Utama - Taxicabs and Limousines","4121","250M_1B","LT_50K","2025-03-21","ACTIVE","ACC-0011982","00:00-23:59","5"
"MER-00432","BUS-00258","Maju Digital - Department Stores","5311","50M_250M","250K_1M","2025-06-13","ACTIVE","ACC-0012155","10:00-22:00","11"
"MER-00433","BUS-00294","Sentosa Nusantara - Electronics Stores","5732","50M_250M","GT_1M","2024-03-12","SUSPENDED","ACC-0012201","08:00-17:00","6"
"MER-00434","BUS-00482","Maju Bersama - Misc Retail","5999","GT_1B","50K_250K","2024-07-19","ACTIVE","ACC-0012445","08:00-17:00","10"
"MER-00435","BUS-00759","Mandiri Niaga - Betting-adjacent (restricted)","7995","250M_1B","GT_1M","2025-08-10","ACTIVE","ACC-0012810","09:00-21:00","5"
"MER-00436","BUS-00763","Abadi Perkasa - Cosmetic Stores","5977","50M_250M","50K_250K","2025-02-17","ACTIVE","ACC-0012816","00:00-23:59","11"
"MER-00437","BUS-01087","Sentosa Bersama - Computers and Peripherals","5045","GT_1B","GT_1M","2024-01-11","ACTIVE","ACC-0013233","00:00-23:59","6"
"MER-00438","BUS-00702","Makmur Niaga - Second Hand Stores","5933","GT_1B","50K_250K","2023-07-12","ACTIVE","ACC-0012741","00:00-23:59","7"
"MER-00439","BUS-01062","Abadi Logistik - Department Stores","5311","LT_50M","250K_1M","2023-07-15","ACTIVE","ACC-0013199","10:00-22:00","10"
"MER-00440","BUS-00141","Lestari Logistik - Family Clothing","5651","GT_1B","50K_250K","2025-11-12","CLOSED","ACC-0012006","10:00-22:00","4"
"MER-00441","BUS-01177","Maju Niaga - Colleges and Universities","8220","250M_1B","GT_1M","2025-04-20","ACTIVE","ACC-0013352","08:00-17:00","3"
"MER-00442","BUS-00867","Makmur Utama - Colleges and Universities","8220","LT_50M","GT_1M","2023-12-24","ACTIVE","ACC-0012950","08:00-17:00","3"
"MER-00443","BUS-01175","Mandiri Niaga - Taxicabs and Limousines","4121","LT_50M","LT_50K","2024-12-24","ACTIVE","ACC-0013349","10:00-22:00","7"
"MER-00444","BUS-01017","Makmur Perkasa - Second Hand Stores","5933","LT_50M","50K_250K","2023-11-09","ACTIVE","ACC-0013143","08:00-17:00","8"
"MER-00445","BUS-00022","Cemerlang Digital - Electronics Stores","5732","GT_1B","GT_1M","2025-09-10","ACTIVE","ACC-0011857","08:00-17:00","8"
"MER-00446","BUS-00889","Sinar Niaga - Motion Picture Theatres","7832","GT_1B","50K_250K","2025-03-08","ACTIVE","ACC-0012980","10:00-22:00","6"
"MER-00447","BUS-00709","Berkah Utama - Motion Picture Theatres","7832","GT_1B","50K_250K","2024-12-17","ACTIVE","ACC-0012750","08:00-17:00","5"
"MER-00448","BUS-00782","Berkah Nusantara - Book Stores","5942","50M_250M","50K_250K","2022-12-25","SUSPENDED","ACC-0012840","10:00-22:00","5"
"MER-00449","BUS-00963","Makmur Utama - Department Stores","5311","50M_250M","250K_1M","2024-08-18","ACTIVE","ACC-0013073","10:00-22:00","5"
"MER-00450","BUS-00707","Sinar Bersama - Precious Stones and Metals","5094","250M_1B","GT_1M","2025-11-23","ACTIVE","ACC-0012748","10:00-22:00","7"
"MER-00451","BUS-00987","Sentosa Nusantara - Electronics Stores","5732","250M_1B","GT_1M","2023-10-07","ACTIVE","ACC-0013105","09:00-21:00","3"
"MER-00452","BUS-01011","Harapan Nusantara - Eating Places","5812","50M_250M","50K_250K","2023-10-06","ACTIVE","ACC-0013135","00:00-23:59","3"
"MER-00453","BUS-00875","Cemerlang Perkasa - Taxicabs and Limousines","4121","50M_250M","LT_50K","2024-11-14","ACTIVE","ACC-0012962","00:00-23:59","1"
"MER-00454","BUS-01097","Maju Utama - Cosmetic Stores","5977","GT_1B","50K_250K","2024-05-13","ACTIVE","ACC-0013245","10:00-22:00","5"
"MER-00455","BUS-00346","Lestari Nusantara - Hospitals","8062","LT_50M","250K_1M","2022-12-25","ACTIVE","ACC-0012265","10:00-22:00","2"
"MER-00456","BUS-01147","Lestari Digital - Department Stores","5311","50M_250M","250K_1M","2025-06-04","ACTIVE","ACC-0013309","00:00-23:59","8"
"MER-00457","BUS-01160","Berkah Logistik - Beauty Shops","7230","LT_50M","50K_250K","2024-06-10","ACTIVE","ACC-0013328","10:00-22:00","11"
"MER-00458","BUS-00350","Jaya Utama - Drug Stores","5912","LT_50M","50K_250K","2024-09-01","ACTIVE","ACC-0012269","09:00-21:00","11"
"MER-00459","BUS-00439","Harapan Perkasa - Utilities","4900","LT_50M","250K_1M","2024-09-17","ACTIVE","ACC-0012385","09:00-21:00","3"
"MER-00460","BUS-00570","Cemerlang Digital - Taxicabs and Limousines","4121","250M_1B","LT_50K","2023-08-13","ACTIVE","ACC-0012563","10:00-22:00","7"
"MER-00461","BUS-00784","Sinar Nusantara - Eating Places","5812","GT_1B","50K_250K","2023-01-21","ACTIVE","ACC-0012843","10:00-22:00","4"
"MER-00462","BUS-00688","Maju Digital - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2025-05-30","ACTIVE","ACC-0012720","00:00-23:59","5"
"MER-00463","BUS-00247","Harapan Perkasa - Drug Stores","5912","LT_50M","50K_250K","2022-12-27","ACTIVE","ACC-0012144","09:00-21:00","9"
"MER-00464","BUS-00298","Berkah Perkasa - Precious Stones and Metals","5094","50M_250M","GT_1M","2025-02-13","ACTIVE","ACC-0012206","10:00-22:00","8"
"MER-00465","BUS-01069","Abadi Niaga - Motion Picture Theatres","7832","LT_50M","50K_250K","2023-01-19","ACTIVE","ACC-0013210","09:00-21:00","1"
"MER-00466","BUS-00915","Cemerlang Bersama - Cosmetic Stores","5977","LT_50M","50K_250K","2023-11-27","ACTIVE","ACC-0013013","09:00-21:00","5"
"MER-00467","BUS-01191","Cemerlang Perkasa - Department Stores","5311","250M_1B","250K_1M","2025-12-05","ACTIVE","ACC-0013370","09:00-21:00","1"
"MER-00468","BUS-01048","Abadi Perkasa - Misc Retail","5999","250M_1B","50K_250K","2025-09-03","ACTIVE","ACC-0013180","09:00-21:00","9"
"MER-00469","BUS-01179","Cemerlang Utama - Drug Stores","5912","250M_1B","50K_250K","2025-08-09","SUSPENDED","ACC-0013354","09:00-21:00","6"
"MER-00470","BUS-01091","Sentosa Bersama - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2023-05-21","ACTIVE","ACC-0013238","00:00-23:59","9"
"MER-00471","BUS-00046","Mandiri Niaga - Cosmetic Stores","5977","GT_1B","50K_250K","2025-03-11","ACTIVE","ACC-0011889","10:00-22:00","1"
"MER-00472","BUS-00825","Jaya Niaga - Cosmetic Stores","5977","LT_50M","50K_250K","2024-11-12","SUSPENDED","ACC-0012896","09:00-21:00","9"
"MER-00473","BUS-00102","Lestari Utama - Second Hand Stores","5933","50M_250M","50K_250K","2025-11-14","ACTIVE","ACC-0011959","00:00-23:59","7"
"MER-00474","BUS-00284","Berkah Nusantara - Book Stores","5942","250M_1B","50K_250K","2025-08-10","ACTIVE","ACC-0012190","08:00-17:00","7"
"MER-00475","BUS-00765","Jaya Nusantara - Book Stores","5942","GT_1B","50K_250K","2025-04-10","ACTIVE","ACC-0012819","00:00-23:59","4"
"MER-00476","BUS-00139","Maju Niaga - Motion Picture Theatres","7832","LT_50M","50K_250K","2023-04-27","ACTIVE","ACC-0012002","09:00-21:00","10"
"MER-00477","BUS-00948","Abadi Nusantara - Eating Places","5812","LT_50M","50K_250K","2025-01-30","ACTIVE","ACC-0013053","00:00-23:59","1"
"MER-00478","BUS-01058","Maju Digital - Book Stores","5942","50M_250M","50K_250K","2025-08-12","ACTIVE","ACC-0013195","00:00-23:59","9"
"MER-00479","BUS-01041","Makmur Niaga - Precious Stones and Metals","5094","GT_1B","GT_1M","2025-03-25","ACTIVE","ACC-0013170","00:00-23:59","9"
"MER-00480","BUS-00099","Abadi Niaga - Computer Network Services","4816","50M_250M","50K_250K","2026-02-14","ACTIVE","ACC-0011955","08:00-17:00","2"
"MER-00481","BUS-00512","Maju Logistik - Precious Stones and Metals","5094","GT_1B","GT_1M","2023-07-09","ACTIVE","ACC-0012484","08:00-17:00","6"
"MER-00482","BUS-00149","Berkah Utama - Fast Food","5814","250M_1B","LT_50K","2025-06-26","ACTIVE","ACC-0012017","08:00-17:00","1"
"MER-00483","BUS-00154","Harapan Nusantara - Grocery Stores","5411","250M_1B","50K_250K","2024-02-15","ACTIVE","ACC-0012026","10:00-22:00","3"
"MER-00484","BUS-00310","Lestari Digital - Travel Agencies","4722","GT_1B","GT_1M","2026-01-26","ACTIVE","ACC-0012221","08:00-17:00","9"
"MER-00485","BUS-00107","Cemerlang Nusantara - Hospitals","8062","250M_1B","250K_1M","2024-08-14","ACTIVE","ACC-0011965","08:00-17:00","6"
"MER-00486","BUS-00427","Abadi Logistik - Grocery Stores","5411","LT_50M","50K_250K","2025-07-13","ACTIVE","ACC-0012371","08:00-17:00","1"
"MER-00487","BUS-00739","Berkah Digital - Motion Picture Theatres","7832","GT_1B","50K_250K","2023-04-01","SUSPENDED","ACC-0012784","00:00-23:59","2"
"MER-00488","BUS-00250","Maju Niaga - Motion Picture Theatres","7832","GT_1B","50K_250K","2023-07-29","ACTIVE","ACC-0012147","10:00-22:00","1"
"MER-00489","BUS-00384","Mandiri Perkasa - Eating Places","5812","50M_250M","50K_250K","2024-05-12","ACTIVE","ACC-0012315","09:00-21:00","4"
"MER-00490","BUS-00113","Sentosa Perkasa - Quasi Cash","6051","250M_1B","GT_1M","2024-04-17","ACTIVE","ACC-0011971","09:00-21:00","2"
"MER-00491","BUS-00582","Sinar Perkasa - Service Stations","5541","250M_1B","50K_250K","2024-11-03","ACTIVE","ACC-0012578","09:00-21:00","9"
"MER-00492","BUS-00431","Mandiri Nusantara - Lodging","7011","LT_50M","250K_1M","2023-08-12","ACTIVE","ACC-0012376","08:00-17:00","10"
"MER-00493","BUS-00858","Harapan Perkasa - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2024-06-08","ACTIVE","ACC-0012938","00:00-23:59","2"
"MER-00494","BUS-00379","Maju Nusantara - Electronics Stores","5732","50M_250M","GT_1M","2025-07-19","ACTIVE","ACC-0012308","10:00-22:00","4"
"MER-00495","BUS-00208","Makmur Digital - Colleges and Universities","8220","GT_1B","GT_1M","2023-06-09","ACTIVE","ACC-0012091","00:00-23:59","8"
"MER-00496","BUS-00049","Lestari Utama - Beauty Shops","7230","250M_1B","50K_250K","2023-12-30","ACTIVE","ACC-0011893","10:00-22:00","7"
"MER-00497","BUS-00266","Cemerlang Utama - Family Clothing","5651","250M_1B","50K_250K","2024-06-03","ACTIVE","ACC-0012164","00:00-23:59","11"
"MER-00498","BUS-00732","Berkah Bersama - Precious Stones and Metals","5094","250M_1B","GT_1M","2024-07-29","ACTIVE","ACC-0012776","08:00-17:00","5"
"MER-00499","BUS-00863","Mandiri Digital - Computers and Peripherals","5045","GT_1B","GT_1M","2026-01-23","ACTIVE","ACC-0012945","10:00-22:00","5"
"MER-00500","BUS-01005","Makmur Perkasa - Precious Stones and Metals","5094","LT_50M","GT_1M","2024-06-30","ACTIVE","ACC-0013127","08:00-17:00","6"
"MER-00501","BUS-00161","Maju Niaga - Department Stores","5311","LT_50M","250K_1M","2024-01-04","ACTIVE","ACC-0012035","08:00-17:00","7"
