"source_business_id","legal_name","trading_names","registration_number","registration_country","incorporation_date","industry_code","declared_turnover_band","address_line","city","province","postcode","country","contact_phone","contact_email","status"
"BUS-00317","CV Jaya Niaga","Jaya Niaga","9934267118783","ID","2023-03-12","59458","LT_300M","Jl. Cempaka No. 197","Medan","Sumatera Utara","20111","ID","+628992862362","bus-00317@demo.example","ACTIVE"
"BUS-00318","CV Harapan Utama","Harapan Utama","9974547968306","ID","2021-06-08","31815","LT_300M","Jl. Cempaka No. 181","Balikpapan","Kalimantan Timur","76111","ID","+628994570347","bus-00318@demo.example","ACTIVE"
"BUS-00319","UD Abadi Utama","Abadi Utama","9926328305176","ID","2019-01-02","38521","2_5B_50B","Jl. Bougenville No. 40","Jakarta Pusat","DKI Jakarta","10110","ID","+628997330885","bus-00319@demo.example","ACTIVE"
"BUS-00320","UD Cemerlang Bersama","Cemerlang Bersama","9982796296209","ID","2014-03-04","80944","GT_50B","Jl. Mawar No. 33","Balikpapan","Kalimantan Timur","76111","ID","+628996959822","bus-00320@mailuji.example","ACTIVE"
"BUS-00321","Koperasi Sejahtera Perkasa","Sejahtera Perkasa","9951692396815","ID","2020-04-25","60538","300M_2_5B","Jl. Melati No. 224","Denpasar","Bali","80111","ID","+628996016754","bus-00321@contoh.id","ACTIVE"
"BUS-00322","PT Jaya Digital","Jaya Digital","9947239789274","ID","2018-02-21","77749","LT_300M","Jl. Bougenville No. 181","Jakarta Pusat","DKI Jakarta","10110","ID","+628992764083","bus-00322@demo.example","ACTIVE"
"BUS-00323","CV Berkah Perkasa","Berkah Perkasa","9981603338847","ID","2015-07-04","25440","LT_300M","Jl. Cempaka No. 214","Balikpapan","Kalimantan Timur","76111","ID","+628994097449","bus-00323@demo.example","SUSPENDED"
"BUS-00324","UD Cemerlang Perkasa","Cemerlang Perkasa","9967845545910","ID","2021-05-19","61088","LT_300M","Jl. Flamboyan No. 59","Medan","Sumatera Utara","20111","ID","+628996735698","bus-00324@surelsintetis.id","ACTIVE"
"BUS-00325","CV Lestari Bersama","Lestari Bersama","9918784416762","ID","2019-09-15","91095","300M_2_5B","Jl. Anggrek No. 14","Medan","Sumatera Utara","20111","ID","+628998341531","bus-00325@surelsintetis.id","ACTIVE"
"BUS-00326","UD Sentosa Perkasa","Sentosa Perkasa","9926949165578","ID","2023-03-14","46175","300M_2_5B","Jl. Kenanga No. 86","Bandung","Jawa Barat","40111","ID","+628996770369","bus-00326@mailuji.example","ACTIVE"
"BUS-00327","CV Mandiri Nusantara","Mandiri Nusantara","9967326956712","ID","2018-01-26","35498","GT_50B","Jl. Kenanga No. 221","Palembang","Sumatera Selatan","30111","ID","+628991448576","bus-00327@surelsintetis.id","ACTIVE"
"BUS-00328","Koperasi Jaya Nusantara","Jaya Nusantara","9945092593260","ID","2017-08-21","12900","GT_50B","Jl. Anggrek No. 98","Semarang","Jawa Tengah","50111","ID","+628999914694","bus-00328@demo.example","CLOSED"
"BUS-00329","Koperasi Berkah Digital","Berkah Digital","9951723699609","ID","2014-12-11","60246","GT_50B","Jl. Bougenville No. 173","Bandung","Jawa Barat","40111","ID","+628995618340","bus-00329@surelsintetis.id","ACTIVE"
"BUS-00330","PT Sejahtera Niaga","Sejahtera Niaga","9940171879239","ID","2025-06-29","55772","300M_2_5B","Jl. Melati No. 79","Surabaya","Jawa Timur","60111","ID","+628996591072","bus-00330@surelsintetis.id","ACTIVE"
"BUS-00331","CV Sentosa Logistik","Sentosa Logistik","9949021411341","ID","2022-04-03","14108","GT_50B","Jl. Teratai No. 229","Jakarta Pusat","DKI Jakarta","10110","ID","+628999019045","bus-00331@contoh.id","ACTIVE"
"BUS-00332","CV Sentosa Utama","Sentosa Utama","9934951666991","ID","2021-11-23","65865","LT_300M","Jl. Mawar No. 3","Denpasar","Bali","80111","ID","+628996889334","bus-00332@mailuji.example","SUSPENDED"
"BUS-00333","PT Sejahtera Logistik","Sejahtera Logistik","9990217057096","ID","2018-07-28","53556","GT_50B","Jl. Bougenville No. 236","Bandung","Jawa Barat","40111","ID","+628996784961","bus-00333@demo.example","ACTIVE"
"BUS-00334","UD Makmur Niaga","Makmur Niaga","9926968826577","ID","2019-03-23","27894","LT_300M","Jl. Bougenville No. 111","Medan","Sumatera Utara","20111","ID","+628999834564","bus-00334@mailuji.example","ACTIVE"
"BUS-00335","PT Jaya Nusantara","Jaya Nusantara","9987860310408","ID","2015-01-09","83901","300M_2_5B","Jl. Anggrek No. 44","Medan","Sumatera Utara","20111","ID","+628991350317","bus-00335@demo.example","ACTIVE"
"BUS-00336","PT Abadi Logistik","Abadi Logistik","9939845718545","ID","2012-11-18","43456","LT_300M","Jl. Teratai No. 68","Semarang","Jawa Tengah","50111","ID","+628994164400","bus-00336@mailuji.example","ACTIVE"
"BUS-00337","CV Abadi Perkasa","Abadi Perkasa","9925850301727","ID","2014-04-21","49949","LT_300M","Jl. Melati No. 178","Semarang","Jawa Tengah","50111","ID","+628992649168","bus-00337@demo.example","ACTIVE"
"BUS-00338","UD Jaya Bersama","Jaya Bersama","9982636507405","ID","2021-10-23","48782","LT_300M","Jl. Mawar No. 129","Surabaya","Jawa Timur","60111","ID","+628998534237","bus-00338@contoh.id","ACTIVE"
"BUS-00339","UD Maju Nusantara","Maju Nusantara","9981392175999","ID","2023-02-22","33658","300M_2_5B","Jl. Bougenville No. 194","Denpasar","Bali","80111","ID","+628999350639","bus-00339@mailuji.example","ACTIVE"
"BUS-00340","Koperasi Mandiri Logistik","Mandiri Logistik","9996684699974","ID","2015-01-07","67609","GT_50B","Jl. Kenanga No. 196","Palembang","Sumatera Selatan","30111","ID","+628996510149","bus-00340@mailuji.example","SUSPENDED"
"BUS-00341","Koperasi Mandiri Digital","Mandiri Digital","9987753399690","ID","2017-05-08","81980","LT_300M","Jl. Anggrek No. 217","Yogyakarta","DI Yogyakarta","55111","ID","+628991480119","bus-00341@demo.example","ACTIVE"
"BUS-00342","PT Berkah Niaga","Berkah Niaga","9963564814194","ID","2020-02-26","13028","2_5B_50B","Jl. Bougenville No. 61","Medan","Sumatera Utara","20111","ID","+628996157656","bus-00342@demo.example","ACTIVE"
"BUS-00343","UD Lestari Perkasa","Lestari Perkasa","9987977967201","ID","2016-02-22","48927","300M_2_5B","Jl. Cempaka No. 103","Medan","Sumatera Utara","20111","ID","+628991696126","bus-00343@contoh.id","ACTIVE"
"BUS-00344","Koperasi Lestari Utama","Lestari Utama","9964025860650","ID","2015-03-08","44437","GT_50B","Jl. Anggrek No. 132","Palembang","Sumatera Selatan","30111","ID","+628997545706","bus-00344@contoh.id","ACTIVE"
"BUS-00345","PT Jaya Utama","Jaya Utama","9960203503133","ID","2014-07-08","97726","300M_2_5B","Jl. Kenanga No. 51","Surabaya","Jawa Timur","60111","ID","+628996690358","bus-00345@surelsintetis.id","ACTIVE"
"BUS-00346","CV Lestari Nusantara","Lestari Nusantara","9971493064196","ID","2022-07-13","68716","LT_300M","Jl. Melati No. 110","Semarang","Jawa Tengah","50111","ID","+628998739561","bus-00346@surelsintetis.id","ACTIVE"
"BUS-00347","UD Abadi Nusantara","Abadi Nusantara","9975481884827","ID","2020-12-26","53639","LT_300M","Jl. Teratai No. 61","Semarang","Jawa Tengah","50111","ID","+628993073199","bus-00347@mailuji.example","ACTIVE"
"BUS-00348","Koperasi Abadi Nusantara","Abadi Nusantara","9916139497382","ID","2021-11-04","21520","GT_50B","Jl. Bougenville No. 130","Jakarta Pusat","DKI Jakarta","10110","ID","+628994463136","bus-00348@mailuji.example","ACTIVE"
"BUS-00349","Koperasi Sentosa Niaga","Sentosa Niaga","9965795759525","ID","2012-11-02","84078","2_5B_50B","Jl. Bougenville No. 198","Surabaya","Jawa Timur","60111","ID","+628999616988","bus-00349@mailuji.example","ACTIVE"
"BUS-00350","UD Jaya Utama","Jaya Utama","9934500370244","ID","2014-02-03","67538","GT_50B","Jl. Flamboyan No. 227","Jakarta Pusat","DKI Jakarta","10110","ID","+628998698786","bus-00350@contoh.id","ACTIVE"
"BUS-00351","CV Abadi Perkasa","Abadi Perkasa","9999530186934","ID","2015-02-03","85185","LT_300M","Jl. Anggrek No. 232","Denpasar","Bali","80111","ID","+628995091128","bus-00351@demo.example","ACTIVE"
"BUS-00352","Koperasi Makmur Utama","Makmur Utama","9952692000122","ID","2013-03-08","34980","2_5B_50B","Jl. Flamboyan No. 187","Denpasar","Bali","80111","ID","+628997728165","bus-00352@mailuji.example","SUSPENDED"
"BUS-00353","PT Abadi Logistik","Abadi Logistik","9938626967646","ID","2016-03-21","65411","LT_300M","Jl. Melati No. 183","Medan","Sumatera Utara","20111","ID","+628996808983","bus-00353@surelsintetis.id","ACTIVE"
"BUS-00354","Koperasi Maju Utama","Maju Utama","9946424334802","ID","2013-08-29","66157","300M_2_5B","Jl. Cempaka No. 161","Surabaya","Jawa Timur","60111","ID","+628997129408","bus-00354@mailuji.example","ACTIVE"
"BUS-00355","CV Sinar Logistik","Sinar Logistik","9912987586971","ID","2025-08-29","64340","LT_300M","Jl. Bougenville No. 75","Medan","Sumatera Utara","20111","ID","+628993752563","bus-00355@contoh.id","ACTIVE"
"BUS-00356","PT Makmur Digital","Makmur Digital","9996196812698","ID","2013-09-20","63770","GT_50B","Jl. Dahlia No. 187","Semarang","Jawa Tengah","50111","ID","+628994136145","bus-00356@demo.example","ACTIVE"
"BUS-00357","PT Sentosa Digital","Sentosa Digital","9928047071998","ID","2018-06-30","16528","300M_2_5B","Jl. Kenanga No. 216","Jakarta Pusat","DKI Jakarta","10110","ID","+628999901172","bus-00357@contoh.id","ACTIVE"
"BUS-00358","CV Cemerlang Bersama","Cemerlang Bersama","9914064422160","ID","2015-09-07","71554","LT_300M","Jl. Flamboyan No. 8","Medan","Sumatera Utara","20111","ID","+628994166938","bus-00358@demo.example","ACTIVE"
"BUS-00359","UD Sejahtera Digital","Sejahtera Digital","9994935868426","ID","2014-10-22","96497","LT_300M","Jl. Teratai No. 167","Jakarta Pusat","DKI Jakarta","10110","ID","+628999168749","bus-00359@contoh.id","ACTIVE"
"BUS-00360","PT Harapan Utama","Harapan Utama","9941151544254","ID","2012-08-27","82997","300M_2_5B","Jl. Dahlia No. 55","Palembang","Sumatera Selatan","30111","ID","+628999656842","bus-00360@mailuji.example","ACTIVE"
"BUS-00361","CV Lestari Perkasa","Lestari Perkasa","9973168509907","ID","2019-06-30","49696","300M_2_5B","Jl. Teratai No. 207","Denpasar","Bali","80111","ID","+628994145448","bus-00361@mailuji.example","ACTIVE"
"BUS-00362","Koperasi Mandiri Bersama","Mandiri Bersama","9948037217802","ID","2024-06-27","29153","LT_300M","Jl. Dahlia No. 155","Makassar","Sulawesi Selatan","90111","ID","+628997134439","bus-00362@surelsintetis.id","ACTIVE"
"BUS-00363","Koperasi Mandiri Perkasa","Mandiri Perkasa","9983153172366","ID","2022-08-16","65799","300M_2_5B","Jl. Kenanga No. 199","Surabaya","Jawa Timur","60111","ID","+628999979022","bus-00363@contoh.id","ACTIVE"
"BUS-00364","Koperasi Lestari Nusantara","Lestari Nusantara","9974846523726","ID","2018-05-15","19698","300M_2_5B","Jl. Teratai No. 183","Makassar","Sulawesi Selatan","90111","ID","+628994058976","bus-00364@demo.example","ACTIVE"
"BUS-00365","CV Harapan Nusantara","Harapan Nusantara","9951575215965","ID","2019-06-28","51268","GT_50B","Jl. Melati No. 25","Surabaya","Jawa Timur","60111","ID","+628991491166","bus-00365@demo.example","ACTIVE"
"BUS-00366","Koperasi Sentosa Nusantara","Sentosa Nusantara","9985989526807","ID","2015-05-23","57618","LT_300M","Jl. Kenanga No. 168","Bandung","Jawa Barat","40111","ID","+628994983020","bus-00366@surelsintetis.id","ACTIVE"
"BUS-00367","PT Makmur Perkasa","Makmur Perkasa","9932332263204","ID","2015-02-23","25146","300M_2_5B","Jl. Flamboyan No. 77","Makassar","Sulawesi Selatan","90111","ID","+628997755346","bus-00367@demo.example","ACTIVE"
"BUS-00368","Koperasi Berkah Niaga","Berkah Niaga","9972552283395","ID","2021-09-25","12814","2_5B_50B","Jl. Flamboyan No. 39","Palembang","Sumatera Selatan","30111","ID","+628999414096","bus-00368@contoh.id","ACTIVE"
"BUS-00369","CV Sinar Utama","Sinar Utama","9958830791236","ID","2019-01-11","67373","300M_2_5B","Jl. Kenanga No. 61","Jakarta Pusat","DKI Jakarta","10110","ID","+628996414464","bus-00369@demo.example","ACTIVE"
"BUS-00370","CV Harapan Nusantara","Harapan Nusantara","9989004825421","ID","2013-08-16","14924","GT_50B","Jl. Flamboyan No. 33","Surabaya","Jawa Timur","60111","ID","+628994622838","bus-00370@demo.example","ACTIVE"
"BUS-00371","Koperasi Mandiri Digital","Mandiri Digital","9999139574617","ID","2025-03-28","12646","300M_2_5B","Jl. Teratai No. 84","Yogyakarta","DI Yogyakarta","55111","ID","+628994595874","bus-00371@mailuji.example","ACTIVE"
"BUS-00372","Koperasi Sentosa Bersama","Sentosa Bersama","9926758376781","ID","2017-06-23","49187","LT_300M","Jl. Anggrek No. 78","Medan","Sumatera Utara","20111","ID","+628994677720","bus-00372@contoh.id","ACTIVE"
"BUS-00373","CV Harapan Logistik","Harapan Logistik","9916752359318","ID","2017-03-18","69263","2_5B_50B","Jl. Flamboyan No. 180","Palembang","Sumatera Selatan","30111","ID","+628995789754","bus-00373@demo.example","SUSPENDED"
"BUS-00374","PT Mandiri Utama","Mandiri Utama","9952286259249","ID","2023-01-10","45808","300M_2_5B","Jl. Cempaka No. 19","Surabaya","Jawa Timur","60111","ID","+628995822785","bus-00374@contoh.id","ACTIVE"
"BUS-00375","CV Makmur Digital","Makmur Digital","9960373455337","ID","2020-03-10","27688","300M_2_5B","Jl. Dahlia No. 167","Bandung","Jawa Barat","40111","ID","+628992860896","bus-00375@demo.example","ACTIVE"
"BUS-00376","UD Makmur Niaga","Makmur Niaga","9944420738549","ID","2021-11-21","58193","300M_2_5B","Jl. Dahlia No. 149","Balikpapan","Kalimantan Timur","76111","ID","+628991444865","bus-00376@mailuji.example","ACTIVE"
"BUS-00377","PT Cemerlang Nusantara","Cemerlang Nusantara","9965448988633","ID","2017-02-17","19535","300M_2_5B","Jl. Flamboyan No. 57","Balikpapan","Kalimantan Timur","76111","ID","+628996258450","bus-00377@mailuji.example","ACTIVE"
"BUS-00378","PT Sejahtera Utama","Sejahtera Utama","9921714559723","ID","2025-04-11","70562","LT_300M","Jl. Cempaka No. 52","Palembang","Sumatera Selatan","30111","ID","+628991296174","bus-00378@demo.example","ACTIVE"
"BUS-00379","PT Maju Nusantara","Maju Nusantara","9962845896442","ID","2016-01-08","85219","LT_300M","Jl. Bougenville No. 15","Yogyakarta","DI Yogyakarta","55111","ID","+628998357043","bus-00379@surelsintetis.id","ACTIVE"
"BUS-00380","CV Lestari Digital","Lestari Digital","9967905270302","ID","2021-02-19","93931","2_5B_50B","Jl. Kenanga No. 22","Denpasar","Bali","80111","ID","+628992696142","bus-00380@mailuji.example","ACTIVE"
"BUS-00381","Koperasi Cemerlang Niaga","Cemerlang Niaga","9912998588739","ID","2023-06-29","40624","300M_2_5B","Jl. Flamboyan No. 141","Semarang","Jawa Tengah","50111","ID","+628993692414","bus-00381@mailuji.example","ACTIVE"
"BUS-00382","Koperasi Makmur Digital","Makmur Digital","9918087485638","ID","2016-09-18","38996","2_5B_50B","Jl. Anggrek No. 6","Semarang","Jawa Tengah","50111","ID","+628992662137","bus-00382@contoh.id","ACTIVE"
"BUS-00383","Koperasi Cemerlang Logistik","Cemerlang Logistik","9991209659719","ID","2025-02-12","55011","GT_50B","Jl. Anggrek No. 73","Semarang","Jawa Tengah","50111","ID","+628994351558","bus-00383@surelsintetis.id","ACTIVE"
"BUS-00384","PT Mandiri Perkasa","Mandiri Perkasa","9944687004027","ID","2016-06-23","17630","GT_50B","Jl. Bougenville No. 4","Denpasar","Bali","80111","ID","+628999547368","bus-00384@mailuji.example","ACTIVE"
"BUS-00385","PT Sinar Perkasa","Sinar Perkasa","9910238316263","ID","2024-05-09","25664","300M_2_5B","Jl. Dahlia No. 189","Palembang","Sumatera Selatan","30111","ID","+628998154802","bus-00385@demo.example","ACTIVE"
"BUS-00386","PT Sejahtera Perkasa","Sejahtera Perkasa","9968324213482","ID","2022-08-25","72924","300M_2_5B","Jl. Anggrek No. 55","Bandung","Jawa Barat","40111","ID","+628993752393","bus-00386@surelsintetis.id","ACTIVE"
"BUS-00387","CV Sejahtera Perkasa","Sejahtera Perkasa","9924968776079","ID","2018-04-04","53291","LT_300M","Jl. Mawar No. 188","Bandung","Jawa Barat","40111","ID","+628998384101","bus-00387@surelsintetis.id","SUSPENDED"
"BUS-00388","CV Sentosa Nusantara","Sentosa Nusantara","9939191940851","ID","2024-12-09","87482","2_5B_50B","SAMA DENGAN KTP","Makassar","Sulawesi Selatan","90111","ID","+628997962429","bus-00388@contoh.id","ACTIVE"
"BUS-00389","CV Sejahtera Nusantara","Sejahtera Nusantara","9980755758110","ID","2018-09-19","88941","GT_50B","Jl. Anggrek No. 179","Medan","Sumatera Utara","20111","ID","+628993025171","bus-00389@demo.example","ACTIVE"
"BUS-00390","UD Harapan Digital","Harapan Digital","9984224366056","ID","2024-04-24","53420","2_5B_50B","Jl. Anggrek No. 45","Surabaya","Jawa Timur","60111","ID","+628992959583","bus-00390@demo.example","ACTIVE"
"BUS-00391","Koperasi Maju Digital","Maju Digital","9982121171144","ID","2019-07-31","63220","2_5B_50B","Jl. Dahlia No. 138","Palembang","Sumatera Selatan","30111","ID","+628995468953","bus-00391@mailuji.example","ACTIVE"
"BUS-00392","CV Lestari Bersama","Lestari Bersama","9934989029743","ID","2017-11-03","42794","2_5B_50B","Jl. Kenanga No. 223","Jakarta Pusat","DKI Jakarta","10110","ID","+628999468137","bus-00392@surelsintetis.id","ACTIVE"
"BUS-00393","Koperasi Mandiri Niaga","Mandiri Niaga","9954809134511","ID","2024-04-25","32810","2_5B_50B","Jl. Dahlia No. 52","Medan","Sumatera Utara","20111","ID","+628998834425","bus-00393@surelsintetis.id","ACTIVE"
"BUS-00394","PT Maju Logistik","Maju Logistik","9927265722560","ID","2016-03-17","86547","300M_2_5B","Jl. Dahlia No. 132","Bandung","Jawa Barat","40111","ID","+628997487895","bus-00394@contoh.id","ACTIVE"
"BUS-00395","PT Sentosa Perkasa","Sentosa Perkasa","9950114253440","ID","2022-12-08","62267","300M_2_5B","Jl. Flamboyan No. 135","Jakarta Pusat","DKI Jakarta","10110","ID","+628996327945","bus-00395@surelsintetis.id","ACTIVE"
"BUS-00396","UD Cemerlang Utama","Cemerlang Utama","9930541290276","ID","2013-05-01","34464","GT_50B","Jl. Kenanga No. 92","Medan","Sumatera Utara","20111","ID","+628994078374","bus-00396@contoh.id","ACTIVE"
"BUS-00397","UD Mandiri Logistik","Mandiri Logistik","9942325894931","ID","2019-02-12","50264","LT_300M","Jl. Cempaka No. 95","Denpasar","Bali","80111","ID","+628995437271","bus-00397@mailuji.example","ACTIVE"
"BUS-00398","UD Sentosa Digital","Sentosa Digital","9981993270206","ID","2020-04-27","21367","2_5B_50B","Jl. Mawar No. 109","Bandung","Jawa Barat","40111","ID","+628996519731","bus-00398@surelsintetis.id","ACTIVE"
"BUS-00399","Koperasi Mandiri Bersama","Mandiri Bersama","9944502475922","ID","2014-08-12","27654","GT_50B","Jl. Flamboyan No. 89","Semarang","Jawa Tengah","50111","ID","+628996638515","bus-00399@surelsintetis.id","ACTIVE"
"BUS-00400","Koperasi Abadi Nusantara","Abadi Nusantara","9954315357846","ID","2013-11-07","90397","2_5B_50B","Jl. Teratai No. 155","Jakarta Pusat","DKI Jakarta","10110","ID","+628999047313","bus-00400@contoh.id","ACTIVE"
"BUS-00401","PT Harapan Nusantara","Harapan Nusantara","9912707251307","ID","2014-04-25","69611","2_5B_50B","Jl. Dahlia No. 154","Balikpapan","Kalimantan Timur","76111","ID","+628998805167","bus-00401@mailuji.example","CLOSED"
"BUS-00402","CV Maju Digital","Maju Digital","9915933685508","ID","2025-07-19","36083","GT_50B","Jl. Teratai No. 80","Yogyakarta","DI Yogyakarta","55111","ID","+628994328740","bus-00402@surelsintetis.id","ACTIVE"
"BUS-00403","Koperasi Harapan Bersama","Harapan Bersama","9922325015856","ID","2021-06-10","42343","GT_50B","Jl. Dahlia No. 36","Makassar","Sulawesi Selatan","90111","ID","+628997877056","bus-00403@demo.example","ACTIVE"
"BUS-00404","CV Lestari Bersama","Lestari Bersama","9919412180368","ID","2022-06-27","60315","GT_50B","ALAMAT BELUM DIISI","Bandung","Jawa Barat","40111","ID","+628995127039","bus-00404@contoh.id","ACTIVE"
"BUS-00405","CV Makmur Bersama","Makmur Bersama","9975542413264","ID","2023-12-06","50016","LT_300M","Jl. Cempaka No. 47","Makassar","Sulawesi Selatan","90111","ID","+628998479732","bus-00405@surelsintetis.id","ACTIVE"
"BUS-00406","UD Cemerlang Nusantara","Cemerlang Nusantara","9931425230158","ID","2019-11-28","49492","2_5B_50B","Jl. Melati No. 98","Semarang","Jawa Tengah","50111","ID","+628992008554","bus-00406@surelsintetis.id","ACTIVE"
"BUS-00407","PT Sinar Bersama","Sinar Bersama","9975898481319","ID","2024-12-29","90392","LT_300M","Jl. Melati No. 22","Palembang","Sumatera Selatan","30111","ID","+628997984715","bus-00407@mailuji.example","ACTIVE"
"BUS-00408","PT Cemerlang Bersama","Cemerlang Bersama","9961231843297","ID","2020-02-10","19829","GT_50B","Jl. Cempaka No. 109","Semarang","Jawa Tengah","50111","ID","+628997119864","bus-00408@mailuji.example","ACTIVE"
"BUS-00409","PT Berkah Bersama","Berkah Bersama","9990528907960","ID","2021-08-17","57959","300M_2_5B","Jl. Flamboyan No. 217","Bandung","Jawa Barat","40111","ID","+628997704803","bus-00409@surelsintetis.id","ACTIVE"
"BUS-00410","PT Sentosa Perkasa","Sentosa Perkasa","9933256257116","ID","2015-07-06","55157","2_5B_50B","Jl. Flamboyan No. 218","Palembang","Sumatera Selatan","30111","ID","+628998264987","bus-00410@mailuji.example","ACTIVE"
"BUS-00411","CV Abadi Perkasa","Abadi Perkasa","9968366699621","ID","2015-01-01","63417","LT_300M","Jl. Cempaka No. 111","Denpasar","Bali","80111","ID","+628997826026","bus-00411@mailuji.example","ACTIVE"
"BUS-00412","Koperasi Sentosa Bersama","Sentosa Bersama","9929659651726","ID","2012-09-04","82343","300M_2_5B","Jl. Flamboyan No. 24","Medan","Sumatera Utara","20111","ID","+628998540351","bus-00412@mailuji.example","ACTIVE"
"BUS-00413","UD Sejahtera Digital","Sejahtera Digital","9917733055964","ID","2020-02-19","18138","GT_50B","Jl. Melati No. 208","Medan","Sumatera Utara","20111","ID","+628999740382","bus-00413@surelsintetis.id","ACTIVE"
"BUS-00414","PT Sinar Utama","Sinar Utama","9927805497989","ID","2018-01-31","62077","LT_300M","Jl. Kenanga No. 74","Surabaya","Jawa Timur","60111","ID","+628991141226","bus-00414@surelsintetis.id","ACTIVE"
"BUS-00415","UD Maju Perkasa","Maju Perkasa","9921269743284","ID","2025-08-04","35876","300M_2_5B","Jl. Flamboyan No. 13","Denpasar","Bali","80111","ID","+628996557969","bus-00415@contoh.id","ACTIVE"
"BUS-00416","CV Abadi Digital","Abadi Digital","9931694644164","ID","2014-12-05","99190","GT_50B","Jl. Melati No. 68","Balikpapan","Kalimantan Timur","76111","ID","+628994086332","bus-00416@demo.example","ACTIVE"
"BUS-00417","UD Makmur Bersama","Makmur Bersama","9917293820489","ID","2025-07-17","15649","2_5B_50B","Jl. Cempaka No. 23","Medan","Sumatera Utara","20111","ID","+628993021246","bus-00417@demo.example","ACTIVE"
"BUS-00418","Koperasi Sinar Utama","Sinar Utama","9958042983602","ID","2015-05-21","59874","2_5B_50B","Jl. Flamboyan No. 38","Jakarta Pusat","DKI Jakarta","10110","ID","+628999816755","bus-00418@contoh.id","ACTIVE"
"BUS-00419","CV Sinar Perkasa","Sinar Perkasa","9939573488048","ID","2020-06-02","29071","2_5B_50B","Jl. Dahlia No. 5","Makassar","Sulawesi Selatan","90111","ID","+628993598156","bus-00419@contoh.id","ACTIVE"
"BUS-00420","CV Abadi Niaga","Abadi Niaga","9930980921962","ID","2020-03-27","59611","300M_2_5B","Jl. Dahlia No. 100","Makassar","Sulawesi Selatan","90111","ID","+628992730008","bus-00420@surelsintetis.id","ACTIVE"
"BUS-00421","PT Harapan Niaga","Harapan Niaga","9934258980292","ID","2018-09-27","76528","2_5B_50B","Jl. Dahlia No. 213","Denpasar","Bali","80111","ID","+628996945738","bus-00421@demo.example","ACTIVE"
"BUS-00422","PT Sejahtera Logistik","Sejahtera Logistik","9987477129263","ID","2018-08-29","34704","2_5B_50B","Jl. Bougenville No. 231","Makassar","Sulawesi Selatan","90111","ID","+628996193591","bus-00422@contoh.id","ACTIVE"
"BUS-00423","CV Makmur Nusantara","Makmur Nusantara","9993709562953","ID","2013-12-24","72642","2_5B_50B","Jl. Cempaka No. 145","Palembang","Sumatera Selatan","30111","ID","+628992583431","bus-00423@contoh.id","ACTIVE"
"BUS-00424","UD Abadi Logistik","Abadi Logistik","9993581290092","ID","2014-08-14","46487","LT_300M","Jl. Dahlia No. 100","Palembang","Sumatera Selatan","30111","ID","+628994974183","bus-00424@mailuji.example","ACTIVE"
"BUS-00425","CV Sejahtera Digital","Sejahtera Digital","9931642989784","ID","2016-04-01","32172","300M_2_5B","Jl. Dahlia No. 137","Surabaya","Jawa Timur","60111","ID","+628991162535","bus-00425@surelsintetis.id","ACTIVE"
"BUS-00426","Koperasi Makmur Niaga","Makmur Niaga","9951419923248","ID","2019-02-13","76101","LT_300M","Jl. Anggrek No. 28","Semarang","Jawa Tengah","50111","ID","+628991684402","bus-00426@mailuji.example","ACTIVE"
"BUS-00427","UD Abadi Logistik","Abadi Logistik","9991799515515","ID","2014-04-29","31315","300M_2_5B","Jl. Anggrek No. 224","Medan","Sumatera Utara","20111","ID","+628993431284","bus-00427@surelsintetis.id","ACTIVE"
"BUS-00428","PT Cemerlang Logistik","Cemerlang Logistik","9991041579389","ID","2019-05-31","60581","GT_50B","Jl. Teratai No. 39","Bandung","Jawa Barat","40111","ID","+628994313770","bus-00428@mailuji.example","ACTIVE"
"BUS-00429","UD Harapan Nusantara","Harapan Nusantara","9913008256582","ID","2014-08-23","34957","GT_50B","Jl. Kenanga No. 25","Jakarta Pusat","DKI Jakarta","10110","ID","+628996622096","bus-00429@contoh.id","ACTIVE"
"BUS-00430","CV Sejahtera Digital","Sejahtera Digital","9921945387378","ID","2013-03-01","44398","LT_300M","Jl. Mawar No. 127","Semarang","Jawa Tengah","50111","ID","+628996507573","bus-00430@contoh.id","ACTIVE"
"BUS-00431","UD Mandiri Nusantara","Mandiri Nusantara","9928618826872","ID","2020-05-09","79098","LT_300M","Jl. Bougenville No. 7","Yogyakarta","DI Yogyakarta","55111","ID","+628991945703","bus-00431@surelsintetis.id","SUSPENDED"
"BUS-00432","Koperasi Sejahtera Bersama","Sejahtera Bersama","9925956064918","ID","2023-09-16","98238","2_5B_50B","Jl. Dahlia No. 167","Yogyakarta","DI Yogyakarta","55111","ID","+628992891023","bus-00432@mailuji.example","ACTIVE"
"BUS-00433","PT Sinar Utama","Sinar Utama","9959666580006","ID","2016-03-31","81691","2_5B_50B","Jl. Cempaka No. 72","Medan","Sumatera Utara","20111","ID","+628995643098","bus-00433@surelsintetis.id","ACTIVE"
"BUS-00434","PT Harapan Bersama","Harapan Bersama","9994688517746","ID","2021-11-08","68170","2_5B_50B","Jl. Melati No. 30","Yogyakarta","DI Yogyakarta","55111","ID","+628997228158","bus-00434@mailuji.example","ACTIVE"
