"source_account_id","owner_source_id","owner_type","account_type","currency","opened_date","closed_date","status","balance_snapshot","balance_snapshot_at"
"ACC-0001616","CUST-001354","INDIVIDUAL","WALLET","IDR","2025-05-05","","ACTIVE","72353292.00","2026-09-30T00:00:00+07:00"
"ACC-0001617","CUST-001354","INDIVIDUAL","WALLET","IDR","2025-10-17","","ACTIVE","56999334.00","2026-09-30T00:00:00+07:00"
"ACC-0001618","CUST-001355","INDIVIDUAL","WALLET","IDR","2022-03-04","","ACTIVE","75729745.00","2026-09-30T00:00:00+07:00"
"ACC-0001619","CUST-001356","INDIVIDUAL","WALLET","IDR","2021-05-16","","ACTIVE","66635539.00","2026-09-30T00:00:00+07:00"
"ACC-0001620","CUST-001357","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-02-05","","ACTIVE","37252986.00","2026-09-30T00:00:00+07:00"
"ACC-0001621","CUST-001357","INDIVIDUAL","WALLET","IDR","2023-09-28","","ACTIVE","205092384.00","2026-09-30T00:00:00+07:00"
"ACC-0001622","CUST-001358","INDIVIDUAL","WALLET","IDR","2020-12-29","","DORMANT","183916315.00","2026-09-30T00:00:00+07:00"
"ACC-0001623","CUST-001359","INDIVIDUAL","WALLET","IDR","2021-06-06","","ACTIVE","244816763.00","2026-09-30T00:00:00+07:00"
"ACC-0001624","CUST-001360","INDIVIDUAL","WALLET","IDR","2021-06-29","","ACTIVE","126563357.00","2026-09-30T00:00:00+07:00"
"ACC-0001625","CUST-001361","INDIVIDUAL","WALLET","IDR","2023-03-18","","ACTIVE","106874679.00","2026-09-30T00:00:00+07:00"
"ACC-0001626","CUST-001362","INDIVIDUAL","WALLET","IDR","2025-12-04","","ACTIVE","19584998.00","2026-09-30T00:00:00+07:00"
"ACC-0001627","CUST-001362","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-03-26","","ACTIVE","62063743.00","2026-09-30T00:00:00+07:00"
"ACC-0001628","CUST-001363","INDIVIDUAL","WALLET","IDR","2023-06-22","","ACTIVE","20813064.00","2026-09-30T00:00:00+07:00"
"ACC-0001629","CUST-001364","INDIVIDUAL","WALLET","IDR","2025-07-30","2029-07-12","CLOSED","232240010.00","2026-09-30T00:00:00+07:00"
"ACC-0001630","CUST-001365","INDIVIDUAL","WALLET","IDR","2021-11-20","","ACTIVE","198896449.00","2026-09-30T00:00:00+07:00"
"ACC-0001631","CUST-001366","INDIVIDUAL","WALLET","IDR","2022-01-31","","RESTRICTED","220784.00","2026-09-30T00:00:00+07:00"
"ACC-0001632","CUST-001367","INDIVIDUAL","WALLET","IDR","2021-08-08","","ACTIVE","55432252.00","2026-09-30T00:00:00+07:00"
"ACC-0001633","CUST-001367","INDIVIDUAL","WALLET","IDR","2024-06-12","","DORMANT","205861921.00","2026-09-30T00:00:00+07:00"
"ACC-0001634","CUST-001368","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-08-18","","ACTIVE","23362301.00","2026-09-30T00:00:00+07:00"
"ACC-0001635","CUST-001369","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-04-15","","ACTIVE","115040961.00","2026-09-30T00:00:00+07:00"
"ACC-0001636","CUST-001370","INDIVIDUAL","WALLET","IDR","2020-10-22","","ACTIVE","145868471.00","2026-09-30T00:00:00+07:00"
"ACC-0001637","CUST-001371","INDIVIDUAL","WALLET","IDR","2021-11-06","","ACTIVE","87655069.00","2026-09-30T00:00:00+07:00"
"ACC-0001638","CUST-001372","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-11-21","","ACTIVE","160937800.00","2026-09-30T00:00:00+07:00"
"ACC-0001639","CUST-001373","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-12-14","","ACTIVE","182851172.00","2026-09-30T00:00:00+07:00"
"ACC-0001640","CUST-001374","INDIVIDUAL","WALLET","IDR","2023-09-18","","ACTIVE","192067868.00","2026-09-30T00:00:00+07:00"
"ACC-0001641","CUST-001375","INDIVIDUAL","WALLET","IDR","2026-02-11","","ACTIVE","45713546.00","2026-09-30T00:00:00+07:00"
"ACC-0001642","CUST-001376","INDIVIDUAL","WALLET","IDR","2021-04-14","","ACTIVE","55906653.00","2026-09-30T00:00:00+07:00"
"ACC-0001643","CUST-001377","INDIVIDUAL","WALLET","IDR","2025-11-29","","ACTIVE","100695228.00","2026-09-30T00:00:00+07:00"
"ACC-0001644","CUST-001378","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2020-12-04","","ACTIVE","185756128.00","2026-09-30T00:00:00+07:00"
"ACC-0001645","CUST-001379","INDIVIDUAL","WALLET","IDR","2024-11-30","","ACTIVE","50215548.00","2026-09-30T00:00:00+07:00"
"ACC-0001646","CUST-001380","INDIVIDUAL","WALLET","IDR","2024-04-21","","ACTIVE","47176816.00","2026-09-30T00:00:00+07:00"
"ACC-0001647","CUST-001381","INDIVIDUAL","WALLET","IDR","2025-04-20","","ACTIVE","182034212.00","2026-09-30T00:00:00+07:00"
"ACC-0001648","CUST-001382","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-05-12","","ACTIVE","31684141.00","2026-09-30T00:00:00+07:00"
"ACC-0001649","CUST-001383","INDIVIDUAL","WALLET","IDR","2026-01-17","","ACTIVE","140552774.00","2026-09-30T00:00:00+07:00"
"ACC-0001650","CUST-001384","INDIVIDUAL","WALLET","IDR","2021-01-04","","ACTIVE","21797746.00","2026-09-30T00:00:00+07:00"
"ACC-0001651","CUST-001385","INDIVIDUAL","WALLET","IDR","2021-10-01","","DORMANT","3004701.00","2026-09-30T00:00:00+07:00"
"ACC-0001652","CUST-001386","INDIVIDUAL","WALLET","IDR","2025-04-10","","ACTIVE","75400210.00","2026-09-30T00:00:00+07:00"
"ACC-0001653","CUST-001387","INDIVIDUAL","WALLET","IDR","2024-03-19","","ACTIVE","90376985.00","2026-09-30T00:00:00+07:00"
"ACC-0001654","CUST-001388","INDIVIDUAL","WALLET","IDR","2026-01-02","","ACTIVE","183998273.00","2026-09-30T00:00:00+07:00"
"ACC-0001655","CUST-001389","INDIVIDUAL","WALLET","IDR","2024-07-30","","ACTIVE","58260444.00","2026-09-30T00:00:00+07:00"
"ACC-0001656","CUST-001390","INDIVIDUAL","WALLET","IDR","2024-04-21","","DORMANT","103477669.00","2026-09-30T00:00:00+07:00"
"ACC-0001657","CUST-001391","INDIVIDUAL","WALLET","IDR","2023-09-07","","ACTIVE","55765384.00","2026-09-30T00:00:00+07:00"
"ACC-0001658","CUST-001392","INDIVIDUAL","WALLET","IDR","2022-11-16","","ACTIVE","202824853.00","2026-09-30T00:00:00+07:00"
"ACC-0001659","CUST-001393","INDIVIDUAL","WALLET","IDR","2023-12-11","","ACTIVE","103879718.00","2026-09-30T00:00:00+07:00"
"ACC-0001660","CUST-001394","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-08-14","","DORMANT","27219434.00","2026-09-30T00:00:00+07:00"
"ACC-0001661","CUST-001395","INDIVIDUAL","WALLET","IDR","2021-02-23","2022-10-13","CLOSED","65149604.00","2026-09-30T00:00:00+07:00"
"ACC-0001662","CUST-001396","INDIVIDUAL","WALLET","IDR","2023-05-07","","ACTIVE","11465039.00","2026-09-30T00:00:00+07:00"
"ACC-0001663","CUST-001397","INDIVIDUAL","WALLET","IDR","2021-01-06","","ACTIVE","108177607.00","2026-09-30T00:00:00+07:00"
"ACC-0001664","CUST-001398","INDIVIDUAL","WALLET","IDR","2022-12-19","","ACTIVE","4455244.00","2026-09-30T00:00:00+07:00"
"ACC-0001665","CUST-001399","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-05-10","","ACTIVE","28669168.00","2026-09-30T00:00:00+07:00"
"ACC-0001666","CUST-001400","INDIVIDUAL","WALLET","IDR","2026-02-14","","ACTIVE","193332102.00","2026-09-30T00:00:00+07:00"
"ACC-0001667","CUST-001401","INDIVIDUAL","WALLET","IDR","2022-07-27","","DORMANT","140726492.00","2026-09-30T00:00:00+07:00"
"ACC-0001668","CUST-001402","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-01-09","","ACTIVE","151353064.00","2026-09-30T00:00:00+07:00"
"ACC-0001669","CUST-001402","INDIVIDUAL","WALLET","IDR","2025-12-02","","ACTIVE","238039463.00","2026-09-30T00:00:00+07:00"
"ACC-0001670","CUST-001402","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-01-14","","DORMANT","137692657.00","2026-09-30T00:00:00+07:00"
"ACC-0001671","CUST-001403","INDIVIDUAL","WALLET","IDR","2021-06-04","","ACTIVE","130382256.00","2026-09-30T00:00:00+07:00"
"ACC-0001672","CUST-001404","INDIVIDUAL","WALLET","IDR","2023-05-27","","ACTIVE","68567844.00","2026-09-30T00:00:00+07:00"
"ACC-0001673","CUST-001405","INDIVIDUAL","WALLET","IDR","2020-12-09","","DORMANT","57518464.00","2026-09-30T00:00:00+07:00"
"ACC-0001674","CUST-001406","INDIVIDUAL","WALLET","IDR","2022-04-22","","ACTIVE","28411939.00","2026-09-30T00:00:00+07:00"
"ACC-0001675","CUST-001407","INDIVIDUAL","WALLET","IDR","2025-11-01","","ACTIVE","87447229.00","2026-09-30T00:00:00+07:00"
"ACC-0001676","CUST-001408","INDIVIDUAL","WALLET","IDR","2022-01-21","","ACTIVE","109324355.00","2026-09-30T00:00:00+07:00"
"ACC-0001677","CUST-001409","INDIVIDUAL","WALLET","IDR","2023-08-21","","ACTIVE","72716158.00","2026-09-30T00:00:00+07:00"
"ACC-0001678","CUST-001410","INDIVIDUAL","WALLET","IDR","2022-10-20","","ACTIVE","200446698.00","2026-09-30T00:00:00+07:00"
"ACC-0001679","CUST-001411","INDIVIDUAL","WALLET","IDR","2023-02-22","","ACTIVE","68921408.00","2026-09-30T00:00:00+07:00"
"ACC-0001680","CUST-001412","INDIVIDUAL","WALLET","IDR","2024-06-06","","DORMANT","16791263.00","2026-09-30T00:00:00+07:00"
"ACC-0001681","CUST-001413","INDIVIDUAL","WALLET","IDR","2022-02-01","","ACTIVE","243463551.00","2026-09-30T00:00:00+07:00"
"ACC-0001682","CUST-001414","INDIVIDUAL","WALLET","IDR","2023-09-30","","ACTIVE","40007942.00","2026-09-30T00:00:00+07:00"
"ACC-0001683","CUST-001415","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-12-03","","RESTRICTED","157975988.00","2026-09-30T00:00:00+07:00"
"ACC-0001684","CUST-001416","INDIVIDUAL","WALLET","IDR","2022-08-17","","DORMANT","84148804.00","2026-09-30T00:00:00+07:00"
"ACC-0001685","CUST-001417","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-03-20","","ACTIVE","154545817.00","2026-09-30T00:00:00+07:00"
"ACC-0001686","CUST-001418","INDIVIDUAL","WALLET","IDR","2023-02-20","","ACTIVE","173106625.00","2026-09-30T00:00:00+07:00"
"ACC-0001687","CUST-001419","INDIVIDUAL","WALLET","IDR","2024-06-25","","ACTIVE","149032223.00","2026-09-30T00:00:00+07:00"
"ACC-0001688","CUST-001420","INDIVIDUAL","WALLET","IDR","2023-10-28","","ACTIVE","48253324.00","2026-09-30T00:00:00+07:00"
"ACC-0001689","CUST-001420","INDIVIDUAL","WALLET","IDR","2025-07-11","","ACTIVE","135648105.00","2026-09-30T00:00:00+07:00"
"ACC-0001690","CUST-001420","INDIVIDUAL","WALLET","IDR","2023-05-01","","ACTIVE","199297649.00","2026-09-30T00:00:00+07:00"
"ACC-0001691","CUST-001421","INDIVIDUAL","WALLET","IDR","2022-01-21","","ACTIVE","223612978.00","2026-09-30T00:00:00+07:00"
"ACC-0001692","CUST-001422","INDIVIDUAL","WALLET","IDR","2020-10-20","","ACTIVE","140686735.00","2026-09-30T00:00:00+07:00"
"ACC-0001693","CUST-001423","INDIVIDUAL","WALLET","IDR","2025-04-29","2030-02-05","CLOSED","131311631.00","2026-09-30T00:00:00+07:00"
"ACC-0001694","CUST-001423","INDIVIDUAL","WALLET","IDR","2021-12-06","","ACTIVE","25970150.00","2026-09-30T00:00:00+07:00"
"ACC-0001695","CUST-001424","INDIVIDUAL","WALLET","IDR","2020-12-20","","ACTIVE","86188179.00","2026-09-30T00:00:00+07:00"
"ACC-0001696","CUST-001424","INDIVIDUAL","WALLET","IDR","2023-03-05","","ACTIVE","207791283.00","2026-09-30T00:00:00+07:00"
"ACC-0001697","CUST-001425","INDIVIDUAL","WALLET","IDR","2024-03-19","","ACTIVE","223824540.00","2026-09-30T00:00:00+07:00"
"ACC-0001698","CUST-001426","INDIVIDUAL","WALLET","IDR","2022-08-08","","ACTIVE","5588390.00","2026-09-30T00:00:00+07:00"
"ACC-0001699","CUST-001427","INDIVIDUAL","WALLET","IDR","2021-05-21","","ACTIVE","45645805.00","2026-09-30T00:00:00+07:00"
"ACC-0001700","CUST-001428","INDIVIDUAL","WALLET","IDR","2025-06-26","","ACTIVE","233671667.00","2026-09-30T00:00:00+07:00"
"ACC-0001701","CUST-001429","INDIVIDUAL","WALLET","IDR","2023-08-12","","ACTIVE","170707505.00","2026-09-30T00:00:00+07:00"
"ACC-0001702","CUST-001430","INDIVIDUAL","WALLET","IDR","2023-10-09","","DORMANT","119019228.00","2026-09-30T00:00:00+07:00"
"ACC-0001703","CUST-001430","INDIVIDUAL","WALLET","IDR","2024-03-24","","ACTIVE","140496407.00","2026-09-30T00:00:00+07:00"
"ACC-0001704","CUST-001431","INDIVIDUAL","WALLET","IDR","2022-08-16","","ACTIVE","235871996.00","2026-09-30T00:00:00+07:00"
"ACC-0001705","CUST-001432","INDIVIDUAL","WALLET","IDR","2025-12-15","","ACTIVE","70695188.00","2026-09-30T00:00:00+07:00"
"ACC-0001706","CUST-001433","INDIVIDUAL","WALLET","IDR","2022-09-17","2025-01-24","CLOSED","223525432.00","2026-09-30T00:00:00+07:00"
"ACC-0001707","CUST-001434","INDIVIDUAL","WALLET","IDR","2025-07-05","2026-12-13","CLOSED","11974600.00","2026-09-30T00:00:00+07:00"
"ACC-0001708","CUST-001435","INDIVIDUAL","WALLET","IDR","2023-11-28","","ACTIVE","21122540.00","2026-09-30T00:00:00+07:00"
"ACC-0001709","CUST-001436","INDIVIDUAL","WALLET","IDR","2023-03-30","","DORMANT","104614674.00","2026-09-30T00:00:00+07:00"
"ACC-0001710","CUST-001437","INDIVIDUAL","WALLET","IDR","2024-04-04","","ACTIVE","113772793.00","2026-09-30T00:00:00+07:00"
"ACC-0001711","CUST-001438","INDIVIDUAL","WALLET","IDR","2021-01-26","","ACTIVE","73283356.00","2026-09-30T00:00:00+07:00"
"ACC-0001712","CUST-001439","INDIVIDUAL","WALLET","IDR","2023-12-24","","ACTIVE","114318429.00","2026-09-30T00:00:00+07:00"
"ACC-0001713","CUST-001440","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-03-22","","ACTIVE","183965830.00","2026-09-30T00:00:00+07:00"
"ACC-0001714","CUST-001441","INDIVIDUAL","WALLET","IDR","2023-08-21","","ACTIVE","48813274.00","2026-09-30T00:00:00+07:00"
"ACC-0001715","CUST-001442","INDIVIDUAL","WALLET","IDR","2023-12-29","","ACTIVE","75127057.00","2026-09-30T00:00:00+07:00"
"ACC-0001716","CUST-001443","INDIVIDUAL","WALLET","IDR","2021-03-26","","ACTIVE","122483666.00","2026-09-30T00:00:00+07:00"
"ACC-0001717","CUST-001443","INDIVIDUAL","WALLET","IDR","2022-09-12","","ACTIVE","248698427.00","2026-09-30T00:00:00+07:00"
"ACC-0001718","CUST-001444","INDIVIDUAL","WALLET","IDR","2021-11-21","","ACTIVE","180762702.00","2026-09-30T00:00:00+07:00"
"ACC-0001719","CUST-001445","INDIVIDUAL","WALLET","IDR","2024-01-27","","ACTIVE","66495947.00","2026-09-30T00:00:00+07:00"
"ACC-0001720","CUST-001446","INDIVIDUAL","WALLET","IDR","2025-10-29","","ACTIVE","127606628.00","2026-09-30T00:00:00+07:00"
"ACC-0001721","CUST-001447","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-10-08","","ACTIVE","161269603.00","2026-09-30T00:00:00+07:00"
"ACC-0001722","CUST-001448","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-05-17","","ACTIVE","111817829.00","2026-09-30T00:00:00+07:00"
"ACC-0001723","CUST-001449","INDIVIDUAL","WALLET","IDR","2025-08-25","","ACTIVE","153509635.00","2026-09-30T00:00:00+07:00"
"ACC-0001724","CUST-001450","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-07-16","","ACTIVE","9417251.00","2026-09-30T00:00:00+07:00"
"ACC-0001725","CUST-001451","INDIVIDUAL","WALLET","IDR","2022-08-21","","ACTIVE","1085003.00","2026-09-30T00:00:00+07:00"
"ACC-0001726","CUST-001452","INDIVIDUAL","WALLET","IDR","2024-04-09","","ACTIVE","59603049.00","2026-09-30T00:00:00+07:00"
"ACC-0001727","CUST-001453","INDIVIDUAL","WALLET","IDR","2021-07-01","","ACTIVE","81943184.00","2026-09-30T00:00:00+07:00"
"ACC-0001728","CUST-001454","INDIVIDUAL","WALLET","IDR","2021-09-10","","ACTIVE","223552906.00","2026-09-30T00:00:00+07:00"
"ACC-0001729","CUST-001455","INDIVIDUAL","WALLET","IDR","2021-03-05","","ACTIVE","185812991.00","2026-09-30T00:00:00+07:00"
"ACC-0001730","CUST-001456","INDIVIDUAL","WALLET","IDR","2024-01-29","","DORMANT","118133201.00","2026-09-30T00:00:00+07:00"
"ACC-0001731","CUST-001456","INDIVIDUAL","WALLET","IDR","2023-11-18","","ACTIVE","107912437.00","2026-09-30T00:00:00+07:00"
"ACC-0001732","CUST-001457","INDIVIDUAL","WALLET","IDR","2020-12-17","","RESTRICTED","5500111.00","2026-09-30T00:00:00+07:00"
"ACC-0001733","CUST-001458","INDIVIDUAL","WALLET","IDR","2025-08-14","","ACTIVE","23021583.00","2026-09-30T00:00:00+07:00"
"ACC-0001734","CUST-001459","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-05-11","","ACTIVE","54735027.00","2026-09-30T00:00:00+07:00"
"ACC-0001735","CUST-001459","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-10-05","","ACTIVE","151901264.00","2026-09-30T00:00:00+07:00"
"ACC-0001736","CUST-001460","INDIVIDUAL","WALLET","IDR","2021-09-20","","ACTIVE","247675449.00","2026-09-30T00:00:00+07:00"
"ACC-0001737","CUST-001460","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-08-04","","ACTIVE","191955846.00","2026-09-30T00:00:00+07:00"
"ACC-0001738","CUST-001460","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2020-11-10","","ACTIVE","82153972.00","2026-09-30T00:00:00+07:00"
"ACC-0001739","CUST-001461","INDIVIDUAL","WALLET","IDR","2022-07-22","","ACTIVE","30828658.00","2026-09-30T00:00:00+07:00"
"ACC-0001740","CUST-001462","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2026-02-09","","ACTIVE","168166755.00","2026-09-30T00:00:00+07:00"
"ACC-0001741","CUST-001463","INDIVIDUAL","WALLET","IDR","2023-07-05","","ACTIVE","197852080.00","2026-09-30T00:00:00+07:00"
"ACC-0001742","CUST-001464","INDIVIDUAL","WALLET","IDR","2023-08-10","","ACTIVE","185044276.00","2026-09-30T00:00:00+07:00"
"ACC-0001743","CUST-001464","INDIVIDUAL","WALLET","IDR","2025-06-05","","ACTIVE","6553204.00","2026-09-30T00:00:00+07:00"
"ACC-0001744","CUST-001465","INDIVIDUAL","WALLET","IDR","2022-10-03","","ACTIVE","165018335.00","2026-09-30T00:00:00+07:00"
"ACC-0001745","CUST-001465","INDIVIDUAL","WALLET","IDR","2025-08-18","","ACTIVE","218399421.00","2026-09-30T00:00:00+07:00"
"ACC-0001746","CUST-001466","INDIVIDUAL","WALLET","IDR","2025-07-02","","ACTIVE","136816855.00","2026-09-30T00:00:00+07:00"
"ACC-0001747","CUST-001467","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-11-28","","ACTIVE","180100899.00","2026-09-30T00:00:00+07:00"
"ACC-0001748","CUST-001468","INDIVIDUAL","WALLET","IDR","2025-05-28","","ACTIVE","62809211.00","2026-09-30T00:00:00+07:00"
"ACC-0001749","CUST-001468","INDIVIDUAL","WALLET","IDR","2025-03-19","","ACTIVE","116373971.00","2026-09-30T00:00:00+07:00"
"ACC-0001750","CUST-001469","INDIVIDUAL","WALLET","IDR","2021-11-22","","ACTIVE","161774452.00","2026-09-30T00:00:00+07:00"
"ACC-0001751","CUST-001470","INDIVIDUAL","WALLET","IDR","2025-09-13","","ACTIVE","21452884.00","2026-09-30T00:00:00+07:00"
"ACC-0001752","CUST-001471","INDIVIDUAL","WALLET","IDR","2020-10-19","","ACTIVE","217087100.00","2026-09-30T00:00:00+07:00"
"ACC-0001753","CUST-001472","INDIVIDUAL","WALLET","IDR","2024-11-18","","ACTIVE","32650993.00","2026-09-30T00:00:00+07:00"
"ACC-0001754","CUST-001473","INDIVIDUAL","WALLET","IDR","2023-03-30","","ACTIVE","219349902.00","2026-09-30T00:00:00+07:00"
"ACC-0001755","CUST-001473","INDIVIDUAL","WALLET","IDR","2025-06-16","","ACTIVE","235912459.00","2026-09-30T00:00:00+07:00"
"ACC-0001756","CUST-001474","INDIVIDUAL","WALLET","IDR","2020-12-16","","DORMANT","55839511.00","2026-09-30T00:00:00+07:00"
"ACC-0001757","CUST-001474","INDIVIDUAL","WALLET","IDR","2023-04-05","","ACTIVE","75388129.00","2026-09-30T00:00:00+07:00"
"ACC-0001758","CUST-001475","INDIVIDUAL","WALLET","IDR","2022-06-30","2022-12-26","CLOSED","107518774.00","2026-09-30T00:00:00+07:00"
"ACC-0001759","CUST-001476","INDIVIDUAL","WALLET","IDR","2021-08-06","","ACTIVE","174328399.00","2026-09-30T00:00:00+07:00"
"ACC-0001760","CUST-001477","INDIVIDUAL","WALLET","IDR","2022-11-07","","ACTIVE","147333460.00","2026-09-30T00:00:00+07:00"
"ACC-0001761","CUST-001478","INDIVIDUAL","WALLET","IDR","2022-08-01","2027-01-30","CLOSED","237999799.00","2026-09-30T00:00:00+07:00"
"ACC-0001762","CUST-001479","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-12-29","","ACTIVE","184182295.00","2026-09-30T00:00:00+07:00"
"ACC-0001763","CUST-001480","INDIVIDUAL","WALLET","IDR","2024-06-24","","ACTIVE","21131254.00","2026-09-30T00:00:00+07:00"
"ACC-0001764","CUST-001481","INDIVIDUAL","WALLET","IDR","2025-10-18","","ACTIVE","57159347.00","2026-09-30T00:00:00+07:00"
"ACC-0001765","CUST-001482","INDIVIDUAL","WALLET","IDR","2025-04-01","","ACTIVE","117415795.00","2026-09-30T00:00:00+07:00"
"ACC-0001766","CUST-001483","INDIVIDUAL","WALLET","IDR","2025-12-10","","ACTIVE","72067471.00","2026-09-30T00:00:00+07:00"
"ACC-0001767","CUST-001484","INDIVIDUAL","WALLET","IDR","2022-10-26","","ACTIVE","28045165.00","2026-09-30T00:00:00+07:00"
"ACC-0001768","CUST-001485","INDIVIDUAL","WALLET","IDR","2021-06-20","","ACTIVE","134816095.00","2026-09-30T00:00:00+07:00"
"ACC-0001769","CUST-001486","INDIVIDUAL","WALLET","IDR","2021-03-29","","ACTIVE","205952477.00","2026-09-30T00:00:00+07:00"
"ACC-0001770","CUST-001487","INDIVIDUAL","WALLET","IDR","2024-03-30","","ACTIVE","186558621.00","2026-09-30T00:00:00+07:00"
"ACC-0001771","CUST-001488","INDIVIDUAL","WALLET","IDR","2024-01-24","","ACTIVE","236448851.00","2026-09-30T00:00:00+07:00"
"ACC-0001772","CUST-001489","INDIVIDUAL","WALLET","IDR","2023-10-02","","ACTIVE","110311203.00","2026-09-30T00:00:00+07:00"
"ACC-0001773","CUST-001490","INDIVIDUAL","WALLET","IDR","2023-06-09","","ACTIVE","176559709.00","2026-09-30T00:00:00+07:00"
"ACC-0001774","CUST-001491","INDIVIDUAL","WALLET","IDR","2022-02-25","","ACTIVE","18019823.00","2026-09-30T00:00:00+07:00"
"ACC-0001775","CUST-001491","INDIVIDUAL","WALLET","IDR","2022-03-11","","ACTIVE","236400504.00","2026-09-30T00:00:00+07:00"
"ACC-0001776","CUST-001492","INDIVIDUAL","WALLET","IDR","2025-11-14","","ACTIVE","45580391.00","2026-09-30T00:00:00+07:00"
"ACC-0001777","CUST-001493","INDIVIDUAL","WALLET","IDR","2020-11-06","","ACTIVE","32742300.00","2026-09-30T00:00:00+07:00"
"ACC-0001778","CUST-001494","INDIVIDUAL","WALLET","IDR","2024-01-23","","ACTIVE","90567968.00","2026-09-30T00:00:00+07:00"
"ACC-0001779","CUST-001495","INDIVIDUAL","WALLET","IDR","2021-06-17","","ACTIVE","21683457.00","2026-09-30T00:00:00+07:00"
"ACC-0001780","CUST-001495","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-08-16","","ACTIVE","45823798.00","2026-09-30T00:00:00+07:00"
"ACC-0001781","CUST-001496","INDIVIDUAL","WALLET","IDR","2021-02-09","","ACTIVE","120883096.00","2026-09-30T00:00:00+07:00"
"ACC-0001782","CUST-001497","INDIVIDUAL","WALLET","IDR","2024-11-25","2027-12-30","CLOSED","48017828.00","2026-09-30T00:00:00+07:00"
"ACC-0001783","CUST-001497","INDIVIDUAL","WALLET","IDR","2023-05-16","","ACTIVE","175347623.00","2026-09-30T00:00:00+07:00"
"ACC-0001784","CUST-001498","INDIVIDUAL","WALLET","IDR","2022-08-13","","ACTIVE","238420711.00","2026-09-30T00:00:00+07:00"
"ACC-0001785","CUST-001498","INDIVIDUAL","WALLET","IDR","2025-07-24","","ACTIVE","192130355.00","2026-09-30T00:00:00+07:00"
"ACC-0001786","CUST-001499","INDIVIDUAL","WALLET","IDR","2022-08-07","","ACTIVE","36247694.00","2026-09-30T00:00:00+07:00"
"ACC-0001787","CUST-001500","INDIVIDUAL","WALLET","IDR","2022-03-31","","ACTIVE","158282203.00","2026-09-30T00:00:00+07:00"
"ACC-0001788","CUST-001501","INDIVIDUAL","WALLET","IDR","2023-06-01","","ACTIVE","168027553.00","2026-09-30T00:00:00+07:00"
"ACC-0001789","CUST-001502","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-09-21","","ACTIVE","221320966.00","2026-09-30T00:00:00+07:00"
"ACC-0001790","CUST-001503","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-12-11","","ACTIVE","108842204.00","2026-09-30T00:00:00+07:00"
"ACC-0001791","CUST-001504","INDIVIDUAL","WALLET","IDR","2023-12-15","","ACTIVE","73136182.00","2026-09-30T00:00:00+07:00"
"ACC-0001792","CUST-001505","INDIVIDUAL","WALLET","IDR","2022-09-11","","ACTIVE","60419180.00","2026-09-30T00:00:00+07:00"
"ACC-0001793","CUST-001506","INDIVIDUAL","WALLET","IDR","2022-12-05","","ACTIVE","8369629.00","2026-09-30T00:00:00+07:00"
"ACC-0001794","CUST-001506","INDIVIDUAL","WALLET","IDR","2024-03-08","","ACTIVE","10422966.00","2026-09-30T00:00:00+07:00"
"ACC-0001795","CUST-001507","INDIVIDUAL","WALLET","IDR","2023-02-07","","ACTIVE","41794400.00","2026-09-30T00:00:00+07:00"
"ACC-0001796","CUST-001508","INDIVIDUAL","WALLET","IDR","2022-01-09","","ACTIVE","114736864.00","2026-09-30T00:00:00+07:00"
"ACC-0001797","CUST-001509","INDIVIDUAL","WALLET","IDR","2022-08-08","","ACTIVE","159986369.00","2026-09-30T00:00:00+07:00"
"ACC-0001798","CUST-001510","INDIVIDUAL","WALLET","IDR","2022-09-25","","ACTIVE","969354.00","2026-09-30T00:00:00+07:00"
